platform_adi,kitle_fonlamasi_turu,kategori,fon_sekli,proje_adi,proje_sahibi,proje_sahibi_cinsiyet,kac_proje_destekledi,kac_projeye_abone,kac_projenin_sahibi,kac_proje_takiminda,konum,bolge,yil,proje_baslama_tarihi,proje_bitis_tarihi,gun_sayisi,tanitim_videosu,video_uzunlugu,gorsel_sayisi,sss,guncellemeler,yorumlar,destekci_sayisi,odul_sayisi,ekip_kisi_sayisi,web_sitesi,sosyal_medya,sm_sayisi,sm_takipci,etiket_sayisi,icerik_kelime_sayisi,proje_aciklamasi,hedef_miktari,basari_durumu
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,OUROBOROS,Melih Özyılmaz,erkek,7,0,1,0,istanbul,marmara,2019,13.03.2019,12.05.2019,60,var,24,9,0,0,0,14,5,2,var,var,1,48,5,125,Çekimlerini tamamladığımız kısa korku filmleri üçlememizin ilki olan Ouroboros'un yurtdışındaki festivallere katılabilmesi için desteğinize ihtiyacımız var.,7500,başarılı
fonbulucu,ödül,çevre,ya hep ya hiç,GraVVindy-Windagrotech için destek,Atilla Öztürk,erkek,1,0,2,0,istanbul,marmara,2018,,,60,var,59,11,0,0,0,1,6,1,yok,var,2,500,0,219,"Şimdi Ver, Aralık Ayında Geri Al. EIT FOOD SEEDBED BELFAST BOOTCAMP'a kabul edilen 6 ekipten biri olan GraVVindy-Windagrotech projesine çağrısı.",18000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,Seal City: Episode 1,Emre Şaşmaz,erkek,0,0,1,0,izmir,ege,2014,23.07.2014,28.08.2014,36,yok,0,10,0,0,0,1,8,1,var,yok,0,0,0,439,Hayatta kalma ve macera temalı bir bilgisayar oyunu.,10000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Suçlu - Kısa film,Serdar Kuş,erkek,2,0,1,0,istanbul,marmara,2019,01.07.2019,30.08.2019,60,var,206,2,0,0,0,11,9,1,yok,yok,0,0,3,352,Proje kadına şiddet temasını işleyen bir sanat filmi projesidir.,25000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,MAYTAP Atölye,Gökçe Gökbalkan,kadın,0,0,1,1,belirsiz,belirsiz,2017,,30.06.2017,60,yok,0,3,0,0,0,3,5,1,yok,yok,0,0,0,120,"MAYTAP, 2017 senesinde kurulan ve ilköğretim çağı öğrencilerin öğrenen zihin becerilerini kazanmaları için ürün ve hizmet üreten bir sosyal girişimdir.",5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,GİRDAP,Mehmet Emin DEMIREL,erkek,0,0,1,0,diyarbakır,güneydoğu,2020,10.11.2020,9.01.2021,60,var,42,6,3,2,0,0,9,1,yok,yok,0,0,0,652,GİRDAP: KHK ile ihraç edilmiş edebiyat öğretmeni Galip'in 12 ayını anlatan bir film olup filmdeki her karakter filme verilen adın bir harflerini oluşturur.,100000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Yalnız Uyuyanlar İçin - Film,Ogün Mert Kurt,erkek,1,0,1,0,zonguldak,karadeniz,2014,20.08.2014,19.10.2014,60,yok,0,3,0,0,0,0,6,1,yok,yok,0,0,0,686,Yalnız Uyuyanlar İçin isimli kısa metrajlı film projesine destek,25000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,Brazıl Cerrado Ecoarte Art Resıdency & Exhıbıtıon / Love Letters,Müge Olacak,kadın,0,0,1,0,istanbul,marmara,2019,14.06.2019,7.07.2019,23,yok,0,6,0,1,0,6,7,1,var,var,3,769,5,981,"Love Letters projemle, 8 sanatçıdan biri olarak davet edildiğim Brezilya Cerrado Ecoarte Konuk Sanatçı Programı'na gidebilmem için uçak biletime ihtiyacım var.",8800,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Benden Korkmana Gerek Yok,Berfin Demirat,kadın,0,0,1,0,istanbul,marmara,2019,05.02.2019,12.03.2019,35,var,121,8,0,1,0,59,9,7,yok,yok,0,0,0,311,"Eşinden yeni ayrılmış bir kadın ve hamilelik sebebiyle evlenmek zorunda kalan çift, bilmedikleri bir yerde karşılaşırlar.",15000,başarılı
fongogo,ödül,çevre,ya hep ya hiç,Daha Yeşil Bir Dünya İçin Yollardayız,Halit Tekin,erkek,1,0,1,0,muğla,ege,2016,19.04.2016,9.05.2016,20,var,224,2,0,0,0,2,6,1,yok,var,2,108,0,239,Daha Yeşil Bir Dünya İçin Yollardayız kampanyamızda ise yeniden otostop ile yollara düşüyoruz.,1000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Hedef: Design Academy Eindhoven! Desteklerinize ihtiyacım var!,Başak Tuna,kadın,0,0,1,1,istanbul,marmara,2019,11.04.2019,26.05.2019,45,yok,0,9,0,0,0,37,9,1,yok,var,2,1651,5,578,Hollanda'da bulunan DAE' nin eğitim ücretini ve oradaki yaşam masraflarımı karşılayabilmek için maddi desteğe ihtiyacım var.,92000,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,Meyvehane,Süha Zaimoglu,erkek,0,0,1,0,belirsiz,belirsiz,2012,,,60,var,60,1,0,0,0,14,8,1,yok,yok,0,0,0,60,"Balat meyve veriyor... MeyveHane projesiyle Fener ve Balat'ta evlerin bahçelerine, parklara,sokaklara, kısacası değe",2526,başarılı
fongogo,ödül,müzik,ya hep ya hiç,Bir Gencin Hayali: Rap Müzik,Yusuf Can,erkek,0,0,1,0,istanbul,marmara,2020,28.02.2020,29.03.2020,30,var,106,2,0,0,0,0,4,1,yok,var,1,850,5,512,"Bir kuş yalnız başına kafeste, sesini duyuramazsa kimseye, ne özgür olabilir ne de mutlu.",2000,başarısız
crowdfon,ödül,müzik,ya hep ya hiç,Turkish Electronic Movement (tem) Müzik Stüdyosu,Kadır Umıt,erkek,0,0,1,0,belirsiz,belirsiz,2014,,,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,"Elektronik dans müziği tarzında parçalar üretip beatport, iTunes gibi dijital platformlarda satış yapmak için ku",50000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,Kitlesel Fonlama - İş Yapma Yöntemini Değiştirecek Yeni Sistem,Savaş Ünsal,erkek,0,0,1,0,belirsiz,belirsiz,2019,,,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,"Kitlesel Fonlama veya “crowdfunding” sistemine, bizim kültürümüzde imece olarak zaten yapageldiğimiz yardımla?",50000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,Roboardu - Arduino Temelli Robot Eğitim Kiti,Akın Akçaoğlu,erkek,0,0,1,0,belirsiz,belirsiz,2019,,,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,RoboArdu kişilerce Arduino programlayarak geliştirme ortamı sağlamaktadır. Üzerinde bulunan devre  ve kontrol elem,50000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,"""Nasıl Başardılar?""",Ege Tütüncü,erkek,0,0,4,0,istanbul,marmara,2013,26.12.2013,20.02.2014,56,yok,0,5,0,0,0,4,6,1,yok,yok,0,0,0,402,"Sıfırdan gelip, zirveye oynayan, kendi emeğiyle iyi yerlere gelmiş başarılı insanların hayat hikayelerini bir kitap altında toplamak.",7000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,Uçan kargo dronlarına destek olur musun ?,Melih Biçer,erkek,0,0,1,0,manisa,ege,2020,24.03.2020,7.04.2020,14,yok,0,3,0,0,0,0,4,1,yok,var,1,140,5,525,Dikey kalkıp inebilen aynı zamanda uçak gibi uçabilen VTOL insansız hava araçları günümüz kargo sorunlarına çözüm olabilir .,4000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,Bipolar adı altında sosyal mesaj vereceğim parçama klip desteği lazım,Yunus Emre Albayrak,erkek,0,0,1,0,istanbul,marmara,2020,,,60,yok,0,1,0,0,1,1,5,1,yok,yok,1,2007,0,153,"Amacım öncelikle kendim için iyi bir iş çıkarmak, ardından çevremde değerli ve gerçekten yetenekli genç kardeşlerimize destek çıkıp önlerini açabilmek.",7000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,UNIVERSITY OF EXETER | Hayallerimin Okulunda Okumama Yardım Eder Misiniz?,Balım Kar,kadın,0,0,1,0,istanbul,marmara,2019,20.02.2019,2.04.2019,41,var,196,3,0,1,0,178,8,1,var,var,2,1113,5,695,"University of Exeter'in Theatre Practice Master programından kabul aldım. Kabul almak bile bir hayaldi; gerçek oldu. Devamını getirmeme yardım eder misiniz?""",75000,başarılı
fongogo,ödül,gıda-yeme-içme,hepsi kalsın,"İYİLİK SAĞLIK DOLU SALATANIZ HAZIR.  EKİP’E DESTEK OLUN, SİZE AFİYET OLSUN!",Yeşim Nur  Akar,kadın,0,0,1,0,istanbul,marmara,2020,18.05.2020,17.07.2020,60,yok,0,9,0,0,0,16,7,6,var,var,4,601,0,778,"EKiP’in üreten, yaşatan cesur kadınları sizinle daha güçlü. Sağlıklı,hijyenik, leziz salatalardan hemen sipariş edin,iş yerinize dönünce bir öğün EKiP’le olsun.",20000,başarısız
fonbulucu,ödül,teknoloji,ya hep ya hiç,ÇARŞI CEPTE,Soner Çengeloğlu,erkek,0,0,1,0,muş,doğu,2018,,,60,yok,0,7,0,0,0,1,4,1,yok,var,1,27,0,266,Çarşı Cepte esnaflar ile müşterileri en kısa yoldan buluşturan bir mobil platfomdur.,15000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,Moni Nerede?,Yağızhan Koçoğlu,erkek,0,0,1,0,kastamonu,karadeniz,2014,07.04.2014,7.05.2014,30,yok,0,4,0,0,0,1,7,1,var,var,1,472,0,290,Sosyal gezgin rehberiniz.,5000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,Steel Nations,Temel  KIRCI,erkek,0,0,1,0,istanbul,marmara,2020,14.12.2020,13.01.2021,30,var,301,8,4,0,0,0,3,1,yok,var,1,500,0,323,Steel Nations  PC tabanlı  gerçek zamanlı bir grand strateji oyunudur.,50000,başarısız
fonbulucu,ödül,teknoloji,ya hep ya hiç,Objektif  Yazar,Muzaffer Emin Türkan,erkek,0,0,1,0,ankara,iç anadolu,2019,,,60,yok,0,1,0,0,0,0,4,1,yok,var,2,28,0,120,Ahir zamanda kara kutularda kaybolmuş milyon gençlere alternatif kapı oluşturmak ve umudunu kaybetmiş herkese umut götürmek istiyoruz.,4000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,Karanlığa Bir Türkü,Nazlı Elik Yüksel,kadın,0,0,1,1,belirsiz,belirsiz,2016,,5.03.2016,60,yok,0,1,0,0,0,4,6,1,yok,yok,0,0,0,120,TRT'de yetişmiş yurttan sesler sanatçısı olarak 12 türkülük albüm çalışmam için desteklerinizi bekliyorum.,40000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,HELİN - BIRD'S NEST,Fırat Gürgen,erkek,0,0,1,0,istanbul,marmara,2018,08.10.2018,17.11.2018,40,yok,0,5,0,0,0,10,9,1,var,var,1,68,5,354,"Helin geçtiğimiz 4 yıl içerisinde prodüksiyon ve post prodüksiyon sürecini tamamladı ve şimdi festivallere ulaşmak için desteğinize ihtiyacı var.""",20000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Bilim Kursu,Oğuzhan Eker,erkek,0,0,1,0,istanbul,marmara,2015,22.06.2015,21.08.2015,60,var,61,13,0,0,0,3,6,1,yok,var,2,44,0,599,"""Bilim Kursu"" bilimin ve bilime dair şeylerin anlatıldığı bir youtube kanalıdır.",7200,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Sağlıklı Yaşam Koçluğu Eğitimi,Melis Zararsız,kadın,0,0,1,1,belirsiz,belirsiz,2018,,11.02.2018,60,yok,0,3,0,0,0,15,5,1,yok,yok,0,0,0,120,Sağlıklı yaşam koçluğu yolunda ilerliyorum ve bunun için en iyi eğitim IIN okullarında. Bu eğitimi alarak ülkemizde bu işi en iyi şekilde yapmak istiyorum.,20000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,Yerli Mesajlaşma Platformu,Can Yörükçüoğlu,erkek,0,0,1,0,belirsiz,belirsiz,2020,,,60,yok,0,1,0,0,1,1,4,1,yok,yok,0,0,0,78,Türkiye'den çıkarak yazılım konusunda dev bir şirket olmak istiyoruz.Bunun için bu uygulamayla kendimizi tanıtma,3000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,W-CONTROL,Sena Dönmez,kadın,0,0,1,0,izmir,ege,2020,09.01.2020,9.03.2020,60,var,44,0,0,0,0,0,8,4,yok,var,1,20,4,278,Startup Weekend Women yarışmasında 1. olan israf konulu projemiz ile ülkemizi temsilen Singapur'da yarışmaya gidiyoruz.Bu süreçte desteğinize ihtiyacımız var.,10000,başarısız
fongogo,ödül,moda,hepsi kalsın,Küçük İşletmem Yaşasın,Tuğba Yılmaz,kadın,0,0,1,0,bursa,marmara,2020,09.04.2020,8.06.2020,60,yok,0,2,0,0,0,1,8,1,yok,var,1,495,0,357,Bu zor günlerde hayallerimi gerçekleştirdiğim giyim butiğimin ayakta kalmasını sağlayabilirsin.Maaş ve diğer giderlerimizi karşılamak için yanımızda olabilirsin,25000,başarısız
crowdfon,ödül,diğer,ya hep ya hiç,Yaşatmak İçin 100 Ünlü 100 Röportaj,Sercan Yıldız,erkek,0,0,1,0,belirsiz,belirsiz,2018,,,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,Tüm geliri Kelebek hastalığı ve Serebral Palsi hastalığına yakalanmış çocuklarımızın tedavisinde kullanıla,50000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,OTIS TARDA,Özgürcan Uzunyaşa,erkek,2,0,1,0,istanbul,marmara,2019,03.07.2019,17.08.2019,45,var,81,5,0,0,0,15,8,2,yok,var,2,139,5,326,"Ailesine kimliğini kanıtlama yükümlülüğünü hisseden Uğur, ormanda, avlanması yasak Toy Kuşu için köylü bir çocukla mücadeleye girer.",6000,başarılı
fongogo,ödül,eğitim,ya hep ya hiç,Denizci Öğrencilerin Dergisi İçin Desteğe İhtiyacımız Var !,İbrahim selim türkmen,erkek,1,0,1,0,istanbul,marmara,2019,04.12.2019,2.02.2020,60,var,60,7,0,0,0,37,7,2,var,var,2,943,5,438,"Genç Gemimo olarak, denizde vefat eden arkadaşlarımızı andığımız ve denizcilikle alakalı değerli bilgileri paylaştığımız dergimizi bastırmak istiyoruz.",4500,başarılı
fongogo,ödül,eğitim,ya hep ya hiç,ODTÜ KÖPRÜ - Kütüphane Projesi,Hüseyin Ülker,erkek,0,0,1,1,belirsiz,belirsiz,2017,,21.04.2017,60,var,60,8,1,1,1,30,6,3,var,var,3,620,4,413,"Esas ihtiyacımızın okuyan nesiller olduğu inancıyla çıktığımız bu yolda, kütüphanesiz okul kalmayana dek projelerimizi sürdürmek yegâne hedefimizdir.",10000,başarılı
crowdfon,ödül,teknoloji,ya hep ya hiç,Smart Sarj,Eray Esen,erkek,0,0,1,0,belirsiz,belirsiz,2014,,,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,Smart sarj cihazı ile hiç bir kaynağa ihtiyaç duymadan Nerede olursaniz olun cep telefonunuzu kolayca sarj edebilece,5000,başarısız
fonbulucu,ödül,teknoloji,ya hep ya hiç,YAKINDA ÇIKACAK OLAN ONLİNE BATTLE ROYALE TARZI HAYATTA KALMA OYUNU FLAYER,Emre Sev,erkek,0,0,1,0,genel,genel,2019,,,60,var,30,6,0,0,0,0,5,3,yok,var,2,74,0,234,Neden Türk yapımı bir oyun pubg gibi popüler olmasın...,10000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Pîrebok (Uzun Metraj Film),Lütfü Irdem,erkek,2,0,1,0,diyarbakır,güneydoğu,2019,10.06.2019,25.07.2019,45,yok,0,0,0,0,0,20,7,2,yok,yok,0,0,5,467,Adem evlenmek için kendisine küçükken anlatılan efsanevi Pîrebok'un peşine düşer.,30000,başarısız
fongogo,ödül,diğer,hepsi kalsın,Bir Tebessüm İçin Muğla'ya gidiyor,Denise Kazado,kadın,0,0,1,0,muğla,ege,2019,24.04.2019,9.05.2019,15,var,276,8,0,0,0,6,6,2,var,var,2,38,4,549,İstanbullu şehirli gençlerle; Muğlalı yerel halk arasında kültürel etkileşim kurmak.,3000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,TOSBİKLER GEZİCİ ALTERNATİF DOĞA OKULU,REYHAN İPEK PAKSOY,kadın,0,0,1,1,belirsiz,belirsiz,2019,,3.09.2019,60,yok,0,0,0,0,0,0,4,1,yok,yok,0,0,0,63,"Kendine yeten, kampı ve doğayı benimseyen, gerçek ilişkiler kurabilen çocukların yetişmesi adına güvenli, eğlenceli ve verimli gezici alternatif doğa okulu",50000,başarısız
crowdfon,ödül,müzik,ya hep ya hiç,Clovoice,Mehmet Bilgin,erkek,0,0,1,0,belirsiz,belirsiz,2017,,,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,Ülkemizde Her Gencin Hayali Müzisyen Olmaktır . CloVoice Online Ortamda Yarışma Yaratıp İnsanlar Kendi Söyledikl,50000,başarısız
arıkovanı,ödül,teknoloji,ya hep ya hiç,Twin | Çocuklar için Bilim Kiti,Yakup Ateş,erkek,0,0,1,0,belirsiz,belirsiz,2015,,,60,var,60,5,0,4,13,932,3,2,yok,yok,0,0,0,206,"Çocuk eğitimi’nin önemini vurgulayarak üretilen Twin Bilim Seti, çocuğunuz hayal gücünü geliştirecek ve ona Robotik Düşünme becerisi katacak.",100000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,KIRIK KEMAN (KISA FİLM / SHORT FİLM),Ferit çelik,erkek,0,0,1,0,istanbul,marmara,2019,05.02.2019,17.03.2019,40,yok,0,1,0,0,0,0,8,3,yok,var,2,921,5,804,"Biz hazırız! Filmimizi bitirebilmek için desteğinizi bekliyoruz...

-İnsan dünyaya fırlatılmış bir nesnedir-  "" J.P. Sartre""",5500,başarısız
fonbulucu,ödül,çevre,ya hep ya hiç,Okulumuzu Led ile Aydınlatalım,Ali Özdemir,erkek,0,0,1,0,zonguldak,karadeniz,2020,,,60,yok,0,4,0,0,0,0,4,1,var,var,1,459,0,113,Okulun elektrik faturasını yüzde 70 düşürmek istiyorum.,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Ve Saireler... (İş Cinayetlerine Dair Bir Belgesel),proletarYApım Destek,belirsiz,0,0,1,0,ankara,iç anadolu,2019,07.02.2019,8.04.2019,60,var,91,3,0,1,0,3,9,4,var,var,1,370,5,1376,Yılda en az 2.000 kişinin ölmesi kaza değil cinayettir. Her yıl artan iş cinayeti mağdurlarının duyulmayan sesini gelin hep beraber duyuralım.,32000,başarısız
fongogo,ödül,moda,ya hep ya hiç,Yarışma Yap,a s,belirsiz,0,0,1,0,ankara,iç anadolu,2019,10.09.2019,10.10.2019,30,var,61,1,0,0,0,1,5,1,yok,yok,0,0,4,173,"YarışmaYap platformu ile mimar tasarım hizmeti almak isteyen müşteriler için bir çok mimarın proje sunduğu, müşterinin istediği projeyi seçtiği ortam sağlamak.",15000,başarısız
fongogo,ödül,diğer,ya hep ya hiç,EnstitüYaYa ile birlikte dönüşelim!,Nuran Eyaz,kadın,0,0,1,0,istanbul,marmara,2020,22.05.2020,21.07.2020,60,var,203,0,0,11,0,17,5,1,var,var,4,251,5,648,"Barışcıl, sürdürülebilir, sağlıklı, bağımsız ve keyifli bir yaşamı mümkün kılmak için kolları sıvadık. Başlamak için sana ihtiyacımız var. Birlikte dönüşelim!",40000,başarısız
fonbulucu,ödül,spor,ya hep ya hiç,Rahatlama Seansı,Gülsüm Taşkıran Ay,kadın,0,0,1,0,izmir,ege,2020,,,60,var,34,3,0,0,2,0,5,1,yok,yok,0,0,0,464,Kadınları ve çocukları bir nebzede olsa şiddetten kurtaran bir proje,110000,başarısız
fongogo,ödül,kültür-sanat,hepsi kalsın,KUMBARACI50 KAPANMASIN / HİÇBİR SAHNE KAPANMASIN,Gülhan Kadim,kadın,3,0,1,0,istanbul,marmara,2020,07.10.2020,1.12.2020,55,var,107,7,2,2,2,760,9,2,var,var,3,148300,3,364,"3 Kasım-1 Aralık tarihleri arasında gelen tüm destekler, ihtiyacı olan ve talep eden sahnelerle kira desteği olarak paylaşılacak.",200000,başarılı
fongogo,ödül,eğitim,ya hep ya hiç,Renkli Orman'a Eğitsel Materyal Alıyoruz,Levent Kahraman,erkek,0,0,1,1,balıkesir,marmara,2015,01.10.2015,31.10.2015,30,var,163,11,0,0,0,57,5,2,yok,var,3,5500,0,241,Başka Bir Okul Mümkün modelinin ilk erken çocukluk merkezi olan Renkli Orman'ı hepimizin desteğiyle var ediyoruz.,5000,başarılı
fongogo,ödül,teknoloji,ya hep ya hiç,BiSosyal,Ekin Ulutaş,erkek,0,0,1,0,adana,akdeniz,2020,14.05.2020,13.06.2020,30,var,43,8,0,0,0,0,5,1,yok,yok,0,0,5,577,6 üniversitesi öğrenci kurmuş olduğumuz bir mobil uygulama ile başta Ankara sonrasında tüm Türkiye olmak üzere sosyal hayatı cebinize sığdırmak için yola çıktık,10000,başarısız
fongogo,ödül,moda,ya hep ya hiç,Triptod ile Çay Saati,Triptod Triptod,belirsiz,0,0,1,0,istanbul,marmara,2014,16.12.2014,14.02.2015,60,yok,0,5,0,0,0,1,3,1,var,var,2,3459,0,141,Tatlı yiyelim tatlı konuşalım.,2000,başarısız
fongogo,ödül,turizm,ya hep ya hiç,"Afrika'da ""Bir"" Olmak : Afrika'da Bir Kadın, 7 Ay, 17 Hedef",Burcu Tunca,kadın,0,0,1,0,izmir,ege,2017,16.11.2017,17.12.2017,31,var,161,1,0,0,0,51,7,1,var,var,4,62934,3,307,"İnsanoğlunun dünya üzerinde var olmaya başladığı topraklarda, Afrika’da, bir başıma “bir” olduğumuzu gösterebilmek için seyahate başlıyorum.",8000,başarılı
fongogo,ödül,eğitim,ya hep ya hiç,SES KARDEŞİM Batı Anadolu Etabı,Fusun Bay Canbay,kadın,0,0,1,0,muğla,ege,2018,25.07.2018,14.08.2018,20,var,156,4,0,0,0,66,6,2,var,var,3,2098,5,300,Gören çocuklarla görmeyen çocuklar arasında ses köprüsü oluşturmak ve sesli kitaplar yaratmak için yola çıkan gezen pembe minibüs stüdyoya destek olur musunuz?,15000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Uyuyordum (Kısa Film / Short Film),Evrim Tayfur Bin,erkek,0,0,1,0,istanbul,marmara,2018,26.12.2018,24.02.2019,60,yok,0,2,0,0,0,0,6,1,yok,yok,0,0,0,566,Farklılıklarımızın olmadığı bir dünyanın farkına varmalıyız ve hastalıklarının delilik olmadığını anlamalıyız.,9500,başarısız
fonbulucu,ödül,tasarım,ya hep ya hiç,Tarsusian T-shirt ve Moda Tasarım Projesi,Berke Başeğmez,erkek,0,0,1,0,istanbul,marmara,2020,,,60,yok,0,1,0,0,0,1,5,1,yok,yok,0,0,0,83,"Türk moda sektörüne küresel kapı açacak, küresel moda sektörüne yön verecek.",5000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,TARI,Barış Bingül,erkek,0,0,1,0,zonguldak,karadeniz,2020,21.07.2020,10.08.2020,20,var,38,3,0,0,0,0,3,2,yok,yok,0,0,4,271,İTÜ öğrencilerinden oluşan TARI takımı Teknofest Tarım Teknolojileri alanında ortaya çıkarmış olduğu proje ile Gaziantep finallerine katılmaya hak kazanmıştır.,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Kelimeler / The Words,Turgut Barut,erkek,0,0,1,0,trabzon,karadeniz,2018,27.12.2018,25.02.2019,60,yok,0,6,0,0,0,0,5,1,yok,yok,0,0,5,448,"Trabzon'da, içinde yaklaşık iki bin yıldır ölü bir dil olan ve Klasik Yunanca'nın cümle yapılarına sahip Romanika'nın varlığı anlatılmaktır.",10000,başarısız
buluşum,ödül,eğitim,ya hep ya hiç,Gelecek Daha Net - Geleceğini Tasarla Modülü,Serra Titiz,kadın,0,0,1,0,belirsiz,belirsiz,2017,,,60,yok,0,1,0,0,0,23,1,1,yok,yok,0,0,0,287,"Geleceğini Tasarla Modülü, siteye kayıt olan gençlerin eğlenceli bir formatta dolduracağı online anketin getireceği sonuçlar üzerinden kendilerine uygun olabilecek meslek alternatiflerini görmeleri, bu meslekleri yakından tanıma fırsatı bulmaları ve böylece kendilerine en uygun olanı seçmelerini sağlayacak",25000,başarılı
fonbulucu,ödül,diğer,ya hep ya hiç,Bitlisli Gencin İmalat Projesi,Yasin Keser,erkek,0,0,1,0,genel,genel,2018,,,60,var,50,1,0,0,0,0,4,1,yok,yok,0,0,0,88,Benim projem yaşadığım yerde hiç denenmemiş bir proje,10000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,Profesyonel Müzik ve Dinleti Kulaklığı,Furkan BAKIR,erkek,0,0,1,0,kocaeli,marmara,2019,06.08.2019,5.10.2019,60,var,80,22,0,0,0,0,9,3,var,var,4,52,5,517,"Yüksek çözünürlüklü ses; kırılmaya, kopmaya dayanıklı ve görsel tasarım olarak etkileyici, metalin ve ahşabın işlevselliği ile uygun fiyatlı ticarileşebilir iş.",5000,başarısız
arıkovanı,ödül,teknoloji,ya hep ya hiç,Alya | 3D Printer,Ahmet Alpat,erkek,0,0,1,0,belirsiz,belirsiz,2015,,,60,var,60,3,0,5,6,136,1,5,yok,yok,0,0,0,584,"Alya, hızla kirlenen ve kaynakları tükenen dünyamıza karşı sorumluluklarının bilincinde olan bir 3D yazıcıdır.",10000,başarılı
fongogo,ödül,çevre,ya hep ya hiç,Floraya Elektrik Gelsin,Kemal Çizmeciler,erkek,0,0,1,0,antalya,akdeniz,2019,02.12.2019,22.12.2019,20,yok,0,3,0,0,0,5,4,2,yok,var,1,2720,0,141,"Antalyanin Kemer ilcesinde, Tahtali Daginin eteklerinde ekolojik bir hayat surmek icin ahsap bir ev insa ettik.Elektrik elde etmek icin akulere ihtiyacimiz var.",7000,başarısız
fongogo,ödül,moda,ya hep ya hiç,Purity of the White,Ömer Yıldız,erkek,0,0,1,0,ankara,iç anadolu,2014,30.10.2014,29.12.2014,60,yok,0,7,0,0,0,1,4,1,yok,yok,0,0,0,338,Ben istiyorum ki en azından bir kişiye ve yahut kişilere ulaştırmaya çalıştığım bir mesajım olsun. Bu gün için seçtiğim yöntem bu oldu. Yarını ise beklemeliyiz.,10000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Bilim Kutusu'yla Evde Deneyin,Elçin Ekşi,kadın,0,0,1,0,ankara,iç anadolu,2020,15.05.2020,14.07.2020,60,var,206,19,0,0,0,4,8,1,var,var,3,506,5,346,"Bilim Kutusu keşif tutkusunu, sormayı ve araştırmayı teşvik eden bir macera kutusudur. Etkinliklerimizi yapamadığımız bu süreçte desteklerinizi bekliyoruz.",29750,başarısız
